Id_Comanda;Giorno;Id_dipendente;Tavolo;OrdineCibo;Ordinebevanda;Id_provider
17837;25/10/2022;4;5;27;33;3
17838;25/10/2022;3;5;6;35;2
17839;25/10/2022;3;5;13;39;2
17840;25/10/2022;2;6;21;33;3
17841;25/10/2022;2;6;1;37;1
17842;25/10/2022;4;6;32;37;1
17843;25/10/2022;2;6;32;36;3
17844;25/10/2022;2;7;30;37;1
17845;25/10/2022;3;7;2;39;1
17846;25/10/2022;3;7;28;37;4
17847;25/10/2022;3;7;25;37;2
17848;25/10/2022;4;7;8;35;1
17849;25/10/2022;2;7;19;34;1
17850;25/10/2022;2;8;20;37;1
17851;25/10/2022;2;8;28;34;1
17852;25/10/2022;2;8;32;37;3
17853;25/10/2022;3;8;3;35;5
17854;25/10/2022;3;9;0;36;1
17855;25/10/2022;3;9;7;37;1
17856;25/10/2022;2;9;20;37;3
17857;25/10/2022;3;9;14;35;3
17858;25/10/2022;2;9;22;39;5
17859;25/10/2022;3;9;28;39;2
17860;25/10/2022;3;9;6;37;1
17861;25/10/2022;3;9;26;37;3
17862;25/10/2022;3;10;7;39;1
17863;25/10/2022;4;10;32;34;1
17864;25/10/2022;3;10;15;37;5
17865;25/10/2022;3;10;26;35;4
17866;25/10/2022;3;10;10;33;3
17867;25/10/2022;2;10;27;34;1
17868;26/10/2022;2;1;8;37;1
17869;26/10/2022;3;1;18;34;5
17870;26/10/2022;2;1;18;33;1
17871;26/10/2022;3;1;25;38;1
17872;26/10/2022;4;2;26;39;5
17873;26/10/2022;2;2;16;39;4
17874;26/10/2022;2;2;16;33;1
17875;26/10/2022;4;2;9;34;3
17876;26/10/2022;4;3;19;37;1
17877;26/10/2022;3;3;17;39;3
17878;26/10/2022;4;3;13;33;1
17879;26/10/2022;4;3;31;36;4
17880;26/10/2022;2;3;11;36;4
17881;26/10/2022;2;4;22;33;4
17882;26/10/2022;4;4;4;38;1
17883;26/10/2022;3;4;17;36;3
17884;26/10/2022;4;4;4;36;1
17885;26/10/2022;3;5;15;36;1
17886;26/10/2022;4;5;22;33;1
17887;26/10/2022;3;5;3;34;2
17888;26/10/2022;3;5;7;37;4
17889;26/10/2022;4;5;27;34;1
17890;26/10/2022;4;5;24;35;2
17891;26/10/2022;2;6;22;33;1
17892;26/10/2022;3;6;12;37;1
17893;26/10/2022;4;6;26;35;1
17894;26/10/2022;4;6;5;35;3
17895;26/10/2022;4;6;13;39;3
17896;26/10/2022;4;7;32;38;1
17897;26/10/2022;4;7;20;37;1
17898;26/10/2022;3;7;8;37;1
17899;26/10/2022;4;7;22;34;4
17900;26/10/2022;2;8;26;37;4
17901;26/10/2022;2;8;30;39;1
17902;26/10/2022;3;8;12;37;3
17903;26/10/2022;2;8;11;36;1
17904;26/10/2022;3;8;8;39;2
17905;26/10/2022;4;8;24;34;1
17906;26/10/2022;3;8;25;34;1
17907;26/10/2022;3;8;14;33;4
17908;26/10/2022;2;8;12;39;1
17909;26/10/2022;3;9;13;37;2
17910;26/10/2022;4;9;30;37;1
17911;26/10/2022;4;9;4;35;3
17912;26/10/2022;2;10;2;35;1
17913;26/10/2022;2;10;22;33;1
17914;26/10/2022;3;10;3;34;1
17915;26/10/2022;3;10;8;38;2
17916;26/10/2022;3;10;21;38;5
17917;26/10/2022;4;10;14;35;5
17918;27/10/2022;2;1;0;39;5
17919;27/10/2022;4;1;21;39;1
17920;27/10/2022;2;1;5;35;5
17921;27/10/2022;4;1;21;33;1
17922;27/10/2022;2;1;12;38;4
17923;27/10/2022;2;1;23;37;5
17924;27/10/2022;3;1;20;35;5
17925;27/10/2022;3;1;22;35;1
17926;27/10/2022;4;2;29;34;1
17927;27/10/2022;4;2;26;34;1
17928;27/10/2022;2;2;1;35;1
17929;27/10/2022;4;2;24;33;1
17930;27/10/2022;3;2;24;33;1
17931;27/10/2022;3;2;26;37;4
17932;27/10/2022;2;3;17;39;1
17933;27/10/2022;4;3;28;35;4
17934;27/10/2022;3;3;0;36;1
17935;27/10/2022;3;3;4;36;1
17936;27/10/2022;2;3;6;35;1
17937;27/10/2022;4;3;21;39;5
17938;27/10/2022;3;3;12;38;5
17939;27/10/2022;2;3;2;39;3
17940;27/10/2022;2;3;12;37;1
17941;27/10/2022;3;3;20;33;5
17942;27/10/2022;2;3;30;33;1
17943;27/10/2022;3;4;23;38;1
17944;27/10/2022;2;4;12;38;2
17945;27/10/2022;4;4;10;37;1
17946;27/10/2022;3;4;12;38;3
17947;27/10/2022;3;5;30;37;1
17948;27/10/2022;2;5;15;38;1
17949;27/10/2022;3;5;19;35;1
17950;27/10/2022;3;5;31;34;1
17951;27/10/2022;2;5;15;35;1
17952;27/10/2022;2;5;19;39;1
17953;27/10/2022;4;6;6;34;3
17954;27/10/2022;2;6;24;36;5
17955;27/10/2022;3;6;11;36;1
17956;27/10/2022;3;6;19;39;2
17957;27/10/2022;2;6;28;34;3
17958;27/10/2022;4;6;30;34;1
17959;27/10/2022;4;6;2;37;5
17960;27/10/2022;3;6;2;38;1
17961;27/10/2022;2;6;19;35;4
17962;27/10/2022;2;7;18;34;1
17963;27/10/2022;2;7;17;39;4
17964;27/10/2022;4;7;18;38;3
17965;27/10/2022;2;7;25;36;4
17966;27/10/2022;3;7;19;36;5
17967;27/10/2022;4;7;18;33;1
17968;27/10/2022;2;7;16;36;5
17969;27/10/2022;3;8;11;36;1
17970;27/10/2022;2;8;8;34;2
17971;27/10/2022;2;8;4;33;3
17972;27/10/2022;4;8;11;39;1
17973;27/10/2022;2;8;30;38;1
17974;27/10/2022;3;9;14;39;5
17975;27/10/2022;3;10;13;38;5
17976;27/10/2022;4;10;12;37;4
17977;27/10/2022;2;10;24;35;4
17978;27/10/2022;4;10;8;33;3
17979;27/10/2022;3;10;20;35;4
17980;27/10/2022;3;10;25;39;2
17981;28/10/2022;2;1;24;34;1
17982;28/10/2022;4;1;8;38;2
17983;28/10/2022;3;1;15;35;1
17984;28/10/2022;3;1;26;37;1
17985;28/10/2022;2;1;30;34;2
17986;28/10/2022;2;1;14;39;4
17987;28/10/2022;4;1;5;33;5
17988;28/10/2022;2;2;8;36;4
17989;28/10/2022;3;2;31;35;4
17990;28/10/2022;3;2;11;37;2
17991;28/10/2022;4;2;28;37;1
17992;28/10/2022;4;2;17;38;2
17993;28/10/2022;2;2;8;38;4
17994;28/10/2022;2;2;28;38;4
17995;28/10/2022;4;2;1;36;1
17996;28/10/2022;3;2;22;38;1
17997;28/10/2022;3;2;4;37;1
17998;28/10/2022;4;3;25;34;1
17999;28/10/2022;2;3;25;35;1
18000;28/10/2022;2;3;14;34;5
18001;28/10/2022;4;3;3;33;4
18002;28/10/2022;2;3;27;35;1
18003;28/10/2022;4;4;3;34;4
18004;28/10/2022;2;4;21;35;3
18005;28/10/2022;4;4;5;36;3
18006;28/10/2022;4;4;14;33;1
18007;28/10/2022;3;4;4;37;4
18008;28/10/2022;2;4;8;39;5
18009;28/10/2022;3;4;31;39;1
18010;28/10/2022;3;5;32;36;4
18011;28/10/2022;2;5;15;33;4
18012;28/10/2022;4;5;9;39;1
18013;28/10/2022;3;5;21;34;1
18014;28/10/2022;4;5;28;38;2
18015;28/10/2022;3;5;7;33;5
18016;28/10/2022;3;6;10;36;4
18017;28/10/2022;2;6;29;37;4
18018;28/10/2022;2;6;31;36;2
18019;28/10/2022;3;6;4;38;1
18020;28/10/2022;4;6;9;36;1
18021;28/10/2022;3;7;15;34;1
18022;28/10/2022;2;7;7;39;1
18023;28/10/2022;3;7;11;33;5
18024;28/10/2022;2;7;14;38;3
18025;28/10/2022;2;7;24;36;1
18026;28/10/2022;3;8;31;39;1
18027;28/10/2022;3;8;13;34;1
18028;28/10/2022;3;8;19;34;5
18029;28/10/2022;4;8;30;38;1
18030;28/10/2022;2;8;30;39;4
18031;28/10/2022;2;9;5;35;1
18032;28/10/2022;4;9;27;34;5
18033;28/10/2022;3;9;15;38;1
18034;28/10/2022;3;10;26;33;1
18035;28/10/2022;4;10;9;33;5
18036;28/10/2022;4;10;3;39;2
18037;28/10/2022;4;10;12;36;1
18038;28/10/2022;3;10;13;33;2
18039;28/10/2022;4;10;10;37;3
18040;28/10/2022;3;10;18;35;1
18041;28/10/2022;4;10;9;34;1
18042;29/10/2022;3;1;11;35;4
18043;29/10/2022;4;1;4;38;1
18044;29/10/2022;3;1;15;37;1
18045;29/10/2022;3;1;12;35;1
18046;29/10/2022;4;1;16;33;3
18047;29/10/2022;3;1;18;39;1
18048;29/10/2022;3;1;24;38;1
18049;29/10/2022;3;1;27;35;1
18050;29/10/2022;3;1;0;39;3
18051;29/10/2022;3;2;30;35;1
18052;29/10/2022;3;2;10;35;4
18053;29/10/2022;4;2;1;38;5
18054;29/10/2022;4;2;18;38;5
18055;29/10/2022;2;2;21;35;4
18056;29/10/2022;2;2;1;37;5
18057;29/10/2022;3;2;22;39;2
18058;29/10/2022;3;2;31;38;1
18059;29/10/2022;2;2;2;35;1
18060;29/10/2022;2;3;8;35;5
18061;29/10/2022;3;3;3;36;4
18062;29/10/2022;3;3;2;34;2
18063;29/10/2022;3;3;4;35;3
18064;29/10/2022;3;3;22;34;3
18065;29/10/2022;3;3;7;37;3
18066;29/10/2022;3;3;31;34;5
18067;29/10/2022;2;3;14;37;4
18068;29/10/2022;2;4;20;36;1
18069;29/10/2022;3;4;3;37;2
18070;29/10/2022;4;4;31;35;1
18071;29/10/2022;2;4;3;37;1
18072;29/10/2022;3;4;25;38;1
18073;29/10/2022;3;4;9;37;3
18074;29/10/2022;4;5;1;33;1
18075;29/10/2022;3;5;18;39;2
18076;29/10/2022;3;5;30;35;1
18077;29/10/2022;3;5;12;36;3
18078;29/10/2022;3;5;4;37;1
18079;29/10/2022;4;5;10;34;4
18080;29/10/2022;2;5;25;36;1
18081;29/10/2022;4;5;18;33;1
18082;29/10/2022;3;6;13;34;2
18083;29/10/2022;2;6;2;33;1
18084;29/10/2022;2;6;13;33;3
18085;29/10/2022;3;6;22;35;1
18086;29/10/2022;2;6;27;39;1
18087;29/10/2022;2;6;30;38;1
18088;29/10/2022;3;7;2;34;1
18089;29/10/2022;3;7;21;35;5
18090;29/10/2022;2;7;28;35;5
18091;29/10/2022;3;7;28;35;3
18092;29/10/2022;4;7;30;36;1
18093;29/10/2022;2;7;30;36;1
18094;29/10/2022;2;7;0;36;1
18095;29/10/2022;3;8;1;37;1
18096;29/10/2022;2;8;24;39;3
18097;29/10/2022;4;8;20;34;1
18098;29/10/2022;4;8;23;38;1
18099;29/10/2022;3;8;31;33;1
18100;29/10/2022;4;9;13;38;1
18101;29/10/2022;2;9;15;33;2
18102;29/10/2022;3;9;2;33;4
18103;29/10/2022;4;9;6;36;2
18104;29/10/2022;4;10;9;36;1
18105;29/10/2022;2;10;13;35;1
18106;29/10/2022;3;10;29;36;5
18107;29/10/2022;4;10;0;39;3
18108;29/10/2022;3;10;24;38;5
18109;29/10/2022;4;10;5;39;1
18110;30/10/2022;4;1;0;33;1
18111;30/10/2022;3;1;6;35;2
18112;30/10/2022;3;1;21;34;1
18113;30/10/2022;3;1;10;37;1
18114;30/10/2022;3;2;24;36;1
18115;30/10/2022;2;2;24;34;4
18116;30/10/2022;2;2;10;37;4
18117;30/10/2022;2;2;2;35;4
18118;30/10/2022;2;2;8;35;4
18119;30/10/2022;2;2;30;39;3
18120;30/10/2022;3;2;27;39;3
18121;30/10/2022;3;2;13;34;3
18122;30/10/2022;2;3;11;33;2
18123;30/10/2022;3;3;7;33;5
18124;30/10/2022;2;3;28;39;1
18125;30/10/2022;2;3;32;39;4
18126;30/10/2022;4;3;1;33;4
18127;30/10/2022;4;3;13;37;2
18128;30/10/2022;3;4;9;35;2
18129;30/10/2022;4;4;14;38;2
18130;30/10/2022;3;4;6;33;2
18131;30/10/2022;2;4;17;33;1
18132;30/10/2022;2;4;0;37;2
18133;30/10/2022;2;4;32;34;1
18134;30/10/2022;4;4;23;39;1
18135;30/10/2022;4;5;27;37;1
18136;30/10/2022;3;5;10;36;5
18137;30/10/2022;3;5;25;35;3
18138;30/10/2022;4;5;16;38;1
18139;30/10/2022;2;5;12;37;4
18140;30/10/2022;4;5;4;38;1
18141;30/10/2022;4;5;2;37;1
18142;30/10/2022;3;6;27;35;3
18143;30/10/2022;4;6;1;38;2
18144;30/10/2022;4;6;13;37;2
18145;30/10/2022;3;6;27;36;1
18146;30/10/2022;3;6;21;39;3
18147;30/10/2022;2;7;11;37;2
18148;30/10/2022;4;7;27;38;2
18149;30/10/2022;2;7;20;37;2
18150;30/10/2022;2;7;11;34;1
18151;30/10/2022;2;7;23;37;3
18152;30/10/2022;3;7;20;33;1
18153;30/10/2022;4;7;25;35;5
18154;30/10/2022;4;7;3;36;1
18155;30/10/2022;4;7;6;34;3
18156;30/10/2022;4;8;25;34;1
18157;30/10/2022;4;8;27;34;1
18158;30/10/2022;3;8;20;35;5
18159;30/10/2022;3;8;16;38;5
18160;30/10/2022;4;8;14;37;1
18161;30/10/2022;4;8;2;39;1
18162;30/10/2022;3;9;8;35;5
18163;30/10/2022;3;9;8;37;5
18164;30/10/2022;2;9;15;36;2
18165;30/10/2022;3;9;28;35;5
18166;30/10/2022;2;9;8;34;1
18167;30/10/2022;4;10;21;35;1
18168;30/10/2022;4;10;20;38;1
18169;31/10/2022;3;1;20;34;4
18170;31/10/2022;3;1;24;39;1
18171;31/10/2022;2;1;3;35;1
18172;31/10/2022;3;1;26;33;1
18173;31/10/2022;3;1;3;38;1
18174;31/10/2022;3;1;32;38;1
18175;31/10/2022;2;1;11;37;5
18176;31/10/2022;2;1;16;39;1
18177;31/10/2022;4;1;22;38;3
18178;31/10/2022;3;2;10;38;1
18179;31/10/2022;4;2;27;35;5
18180;31/10/2022;4;2;7;37;1
18181;31/10/2022;2;2;29;39;4
18182;31/10/2022;4;2;13;35;1
18183;31/10/2022;2;2;27;38;4
18184;31/10/2022;2;2;19;37;4
18185;31/10/2022;3;3;4;38;4
18186;31/10/2022;4;3;30;34;2
18187;31/10/2022;3;3;3;33;4
18188;31/10/2022;3;3;24;38;5
18189;31/10/2022;2;4;5;38;1
18190;31/10/2022;3;4;17;38;1
18191;31/10/2022;2;4;27;37;5
18192;31/10/2022;2;4;15;36;2
18193;31/10/2022;2;4;20;35;1
18194;31/10/2022;2;4;32;36;1
18195;31/10/2022;4;4;21;33;3
18196;31/10/2022;4;5;5;37;2
18197;31/10/2022;4;5;11;34;1
18198;31/10/2022;3;5;11;36;1
18199;31/10/2022;3;5;14;35;1
18200;31/10/2022;4;5;29;33;1
18201;31/10/2022;3;5;9;34;1
18202;31/10/2022;3;6;3;34;5
18203;31/10/2022;4;6;19;35;1
18204;31/10/2022;3;6;13;33;2
18205;31/10/2022;2;6;20;36;1
18206;31/10/2022;4;6;22;38;2
18207;31/10/2022;4;6;31;34;5
18208;31/10/2022;2;6;25;38;3
18209;31/10/2022;3;7;8;33;5
18210;31/10/2022;2;7;18;35;3
18211;31/10/2022;3;7;13;34;4
18212;31/10/2022;2;7;32;36;4
18213;31/10/2022;4;7;2;39;1
18214;31/10/2022;2;7;23;36;5
18215;31/10/2022;2;7;29;37;5
18216;31/10/2022;4;7;7;39;4
18217;31/10/2022;3;7;5;37;1
18218;31/10/2022;4;7;1;33;4
18219;31/10/2022;4;8;1;38;4
18220;31/10/2022;3;8;26;37;1
18221;31/10/2022;2;8;5;35;2
18222;31/10/2022;2;9;17;35;3
18223;31/10/2022;3;9;22;39;4
18224;31/10/2022;4;9;7;38;1
18225;31/10/2022;2;9;26;33;5
18226;31/10/2022;3;9;7;33;3
18227;31/10/2022;2;9;17;37;1
18228;31/10/2022;3;9;4;39;2
18229;31/10/2022;3;10;26;33;1
18230;31/10/2022;4;10;17;33;4
18231;31/10/2022;3;10;24;39;3
18232;31/10/2022;4;10;9;36;4
18233;31/10/2022;3;10;32;33;1
18234;31/10/2022;4;10;8;37;2
18235;31/10/2022;4;10;32;33;1
18236;01/11/2022;2;1;1;35;4
18237;01/11/2022;3;1;20;36;2
18238;01/11/2022;4;1;24;37;5
18239;01/11/2022;4;2;10;33;5
18240;01/11/2022;3;2;31;33;2
18241;01/11/2022;2;2;21;35;1
18242;01/11/2022;2;2;21;35;3
18243;01/11/2022;2;2;29;33;1
18244;01/11/2022;2;3;15;37;3
18245;01/11/2022;3;3;18;36;4
18246;01/11/2022;2;3;14;37;1
18247;01/11/2022;2;3;29;33;1
18248;01/11/2022;3;3;7;38;2
18249;01/11/2022;3;4;10;34;1
18250;01/11/2022;2;4;10;34;3
18251;01/11/2022;2;4;9;38;1
18252;01/11/2022;2;4;4;37;1
18253;01/11/2022;4;4;22;39;3
18254;01/11/2022;4;4;13;33;1
18255;01/11/2022;4;5;8;38;2
18256;01/11/2022;4;5;1;35;1
18257;01/11/2022;4;5;7;35;3
18258;01/11/2022;3;5;7;35;1
18259;01/11/2022;4;5;9;34;1
18260;01/11/2022;2;5;8;35;4
18261;01/11/2022;3;5;28;37;3
18262;01/11/2022;3;5;11;39;1
18263;01/11/2022;4;5;12;35;5
18264;01/11/2022;3;5;24;39;4
18265;01/11/2022;4;5;3;33;1
18266;01/11/2022;2;5;22;35;2
18267;01/11/2022;3;5;19;35;2
18268;01/11/2022;4;5;6;37;2
18269;01/11/2022;3;5;31;38;1
18270;01/11/2022;3;6;26;35;1
18271;01/11/2022;4;6;0;34;2
18272;01/11/2022;3;6;5;38;1
18273;01/11/2022;4;6;31;38;1
18274;01/11/2022;2;6;19;33;1
18275;01/11/2022;2;6;28;39;3
18276;01/11/2022;2;6;20;38;4
18277;01/11/2022;3;7;5;35;4
18278;01/11/2022;3;7;14;38;1
18279;01/11/2022;3;7;7;38;1
18280;01/11/2022;4;7;30;37;1
18281;01/11/2022;2;8;3;33;1
18282;01/11/2022;2;8;26;39;1
18283;01/11/2022;4;8;26;34;1
18284;01/11/2022;2;8;21;36;1
18285;01/11/2022;2;8;27;38;1
18286;01/11/2022;4;8;32;36;2
18287;01/11/2022;3;8;6;39;1
18288;01/11/2022;2;8;16;38;1
18289;01/11/2022;3;8;30;36;5
18290;01/11/2022;3;8;1;33;3
18291;01/11/2022;2;8;19;35;1
18292;01/11/2022;2;8;23;36;1
18293;01/11/2022;2;8;29;35;5
18294;01/11/2022;2;9;19;35;3
18295;01/11/2022;2;9;23;39;2
18296;01/11/2022;4;9;11;34;2
18297;01/11/2022;3;9;22;33;4
18298;01/11/2022;2;9;0;34;1
18299;01/11/2022;2;9;4;35;1
18300;01/11/2022;2;10;28;39;2
18301;01/11/2022;3;10;6;36;2
18302;01/11/2022;4;10;24;39;1
18303;01/11/2022;2;10;28;35;4
18304;01/11/2022;2;10;20;33;5
18305;02/11/2022;3;1;17;39;1
18306;02/11/2022;3;1;23;36;1
18307;02/11/2022;2;1;0;36;5
18308;02/11/2022;4;1;5;37;1
18309;02/11/2022;2;1;32;38;1
18310;02/11/2022;2;1;24;33;2
18311;02/11/2022;3;1;23;34;5
18312;02/11/2022;4;2;16;34;4
18313;02/11/2022;2;2;24;35;2
18314;02/11/2022;4;2;7;37;5
18315;02/11/2022;4;3;26;38;4
18316;02/11/2022;2;3;19;35;4
18317;02/11/2022;4;3;22;33;3
18318;02/11/2022;4;3;10;36;1
18319;02/11/2022;3;4;16;39;3
18320;02/11/2022;3;4;8;38;4
18321;02/11/2022;4;4;21;36;1
18322;02/11/2022;2;4;3;35;1
18323;02/11/2022;3;4;23;38;1
18324;02/11/2022;3;4;21;36;2
18325;02/11/2022;4;5;27;38;1
18326;02/11/2022;3;5;9;39;2
18327;02/11/2022;3;5;7;39;5
18328;02/11/2022;4;6;31;39;1
18329;02/11/2022;3;6;26;36;3
18330;02/11/2022;3;6;25;34;1
18331;02/11/2022;3;6;32;33;5
18332;02/11/2022;4;6;17;34;5
18333;02/11/2022;2;6;11;34;1
18334;02/11/2022;3;7;24;39;5
18335;02/11/2022;4;7;5;34;3
18336;02/11/2022;3;7;21;38;4
18337;02/11/2022;2;8;27;37;1
18338;02/11/2022;3;8;0;36;4
18339;02/11/2022;4;8;24;37;3
18340;02/11/2022;4;8;31;36;1
18341;02/11/2022;3;9;2;37;1
18342;02/11/2022;4;9;20;37;1
18343;02/11/2022;3;9;9;37;4
18344;02/11/2022;2;9;19;39;4
18345;02/11/2022;3;9;19;33;1
18346;02/11/2022;4;10;20;33;1
18347;02/11/2022;3;10;2;38;3
18348;02/11/2022;4;10;24;38;2
18349;02/11/2022;2;10;31;37;1
18350;02/11/2022;4;10;7;37;5
18351;02/11/2022;4;10;25;35;4
18352;02/11/2022;3;10;21;38;3
18353;03/11/2022;3;1;10;36;1
18354;03/11/2022;3;1;14;37;1
18355;03/11/2022;4;1;22;33;1
18356;03/11/2022;3;1;5;39;1
18357;03/11/2022;2;1;27;38;3
18358;03/11/2022;2;1;23;35;3
18359;03/11/2022;3;2;8;38;1
18360;03/11/2022;3;2;31;35;3
18361;03/11/2022;2;2;21;33;3
18362;03/11/2022;4;2;19;39;1
18363;03/11/2022;2;2;3;37;1
18364;03/11/2022;3;2;11;39;2
18365;03/11/2022;4;2;13;39;4
18366;03/11/2022;3;3;2;36;4
18367;03/11/2022;3;3;31;36;1
18368;03/11/2022;3;4;11;35;5
18369;03/11/2022;3;4;19;33;1
18370;03/11/2022;4;4;32;34;3
18371;03/11/2022;3;4;8;39;1
18372;03/11/2022;2;4;24;36;1
18373;03/11/2022;2;4;17;34;1
18374;03/11/2022;3;4;9;35;2
18375;03/11/2022;4;5;25;36;1
18376;03/11/2022;3;5;16;35;2
18377;03/11/2022;4;5;30;37;1
18378;03/11/2022;4;5;2;38;2
18379;03/11/2022;3;5;0;33;1
18380;03/11/2022;2;5;10;35;1
18381;03/11/2022;3;5;9;33;3
18382;03/11/2022;2;5;8;34;2
18383;03/11/2022;4;5;27;39;4
18384;03/11/2022;4;6;11;38;4
18385;03/11/2022;4;6;28;34;2
18386;03/11/2022;2;6;10;38;2
18387;03/11/2022;2;6;18;37;1
18388;03/11/2022;4;6;2;36;5
18389;03/11/2022;2;6;21;38;4
18390;03/11/2022;2;6;6;38;5
18391;03/11/2022;3;6;1;35;2
18392;03/11/2022;2;6;13;33;1
18393;03/11/2022;2;7;29;36;5
18394;03/11/2022;4;7;6;38;5
18395;03/11/2022;4;7;22;36;1
18396;03/11/2022;3;7;23;35;1
18397;03/11/2022;3;7;1;33;3
18398;03/11/2022;4;8;18;36;4
18399;03/11/2022;3;8;18;33;5
18400;03/11/2022;2;8;32;36;1
18401;03/11/2022;3;8;5;39;4
18402;03/11/2022;2;8;11;39;1
18403;03/11/2022;2;8;24;39;1
18404;03/11/2022;4;8;17;37;5
18405;03/11/2022;4;8;2;35;1
18406;03/11/2022;4;9;6;38;1
18407;03/11/2022;4;9;22;35;1
18408;03/11/2022;3;9;2;39;3
18409;03/11/2022;4;10;23;36;2
18410;03/11/2022;2;10;28;38;1
18411;03/11/2022;2;10;5;36;1
18412;03/11/2022;3;10;11;38;2
18413;03/11/2022;2;10;15;35;3
18414;04/11/2022;2;1;11;37;4
18415;04/11/2022;4;1;19;38;5
18416;04/11/2022;2;1;12;38;1
18417;04/11/2022;4;1;13;35;4
18418;04/11/2022;3;1;31;33;2
18419;04/11/2022;2;1;2;33;4
18420;04/11/2022;3;1;21;33;2
18421;04/11/2022;3;1;12;34;5
18422;04/11/2022;3;2;4;38;1
18423;04/11/2022;3;2;28;37;2
18424;04/11/2022;3;2;10;38;2
18425;04/11/2022;4;2;19;33;1
18426;04/11/2022;3;3;9;33;1
18427;04/11/2022;3;3;18;38;4
18428;04/11/2022;2;3;14;34;1
18429;04/11/2022;4;4;3;37;2
18430;04/11/2022;3;4;4;36;2
18431;04/11/2022;2;4;16;34;4
18432;04/11/2022;2;4;14;35;3
18433;04/11/2022;4;5;12;37;2
18434;04/11/2022;2;5;29;33;1
18435;04/11/2022;3;5;5;35;1
18436;04/11/2022;3;5;2;38;5
18437;04/11/2022;3;6;22;37;5
18438;04/11/2022;3;6;24;35;4
18439;04/11/2022;4;6;14;37;5
18440;04/11/2022;3;6;17;37;2
18441;04/11/2022;2;6;22;38;5
18442;04/11/2022;3;6;29;37;1
18443;04/11/2022;3;7;14;39;1
18444;04/11/2022;3;7;22;33;4
18445;04/11/2022;4;7;14;37;1
18446;04/11/2022;4;7;28;38;1
18447;04/11/2022;2;7;10;39;4
18448;04/11/2022;4;7;23;33;5
18449;04/11/2022;3;7;3;38;5
18450;04/11/2022;2;8;6;33;2
18451;04/11/2022;3;8;13;37;1
18452;04/11/2022;2;9;8;39;5
18453;04/11/2022;4;9;23;35;3
18454;04/11/2022;2;9;23;37;3
18455;04/11/2022;2;9;7;36;3
18456;04/11/2022;3;10;17;36;1
18457;04/11/2022;2;10;27;34;3
18458;04/11/2022;2;10;31;34;3
18459;04/11/2022;4;10;9;33;2
18460;04/11/2022;4;10;19;37;4
18461;05/11/2022;4;1;24;33;1
18462;05/11/2022;3;1;0;37;4
18463;05/11/2022;3;1;24;35;4
18464;05/11/2022;4;1;1;38;1
18465;05/11/2022;4;1;4;36;4
18466;05/11/2022;4;1;5;33;4
18467;05/11/2022;3;1;20;36;1
18468;05/11/2022;3;1;21;37;4
18469;05/11/2022;3;2;15;33;1
18470;05/11/2022;4;2;19;35;3
18471;05/11/2022;4;2;23;39;1
18472;05/11/2022;4;2;1;35;4
18473;05/11/2022;3;2;28;36;5
18474;05/11/2022;4;2;24;36;4
18475;05/11/2022;4;3;15;39;4
18476;05/11/2022;4;3;28;39;1
18477;05/11/2022;4;3;12;34;1
18478;05/11/2022;3;3;28;36;5
18479;05/11/2022;3;3;11;38;1
18480;05/11/2022;3;3;14;37;1
18481;05/11/2022;4;4;25;35;1
18482;05/11/2022;4;4;13;38;4
18483;05/11/2022;2;4;11;33;4
18484;05/11/2022;3;5;11;37;5
18485;05/11/2022;3;5;0;37;3
18486;05/11/2022;2;5;8;35;1
18487;05/11/2022;2;5;15;38;1
18488;05/11/2022;4;5;30;35;1
18489;05/11/2022;3;5;27;39;2
18490;05/11/2022;3;5;13;34;5
18491;05/11/2022;4;6;31;39;3
18492;05/11/2022;3;6;16;35;4
18493;05/11/2022;2;6;30;34;1
18494;05/11/2022;2;6;12;35;4
18495;05/11/2022;3;6;31;35;1
18496;05/11/2022;2;6;19;39;1
18497;05/11/2022;3;6;4;38;5
18498;05/11/2022;4;7;10;39;1
18499;05/11/2022;4;7;21;33;3
18500;05/11/2022;4;7;6;35;3
18501;05/11/2022;2;8;21;33;1
18502;05/11/2022;3;8;27;35;1
18503;05/11/2022;4;8;2;38;1
18504;05/11/2022;4;8;7;38;1
18505;05/11/2022;3;8;21;34;3
18506;05/11/2022;2;8;14;39;1
18507;05/11/2022;3;9;2;34;4
18508;05/11/2022;2;9;28;37;2
18509;05/11/2022;2;9;14;39;3
18510;05/11/2022;2;9;16;36;1
18511;05/11/2022;3;9;30;38;4
18512;05/11/2022;2;10;15;35;1
18513;05/11/2022;4;10;2;36;1
18514;05/11/2022;4;10;21;33;1
18515;05/11/2022;3;10;25;39;1
18516;05/11/2022;3;10;2;33;3
18517;05/11/2022;2;10;22;35;1
18518;06/11/2022;2;1;20;39;3
18519;06/11/2022;4;1;31;37;1
18520;06/11/2022;4;1;3;33;1
18521;06/11/2022;4;1;21;36;1
18522;06/11/2022;4;1;15;35;1
18523;06/11/2022;2;1;11;37;1
18524;06/11/2022;4;1;2;39;3
18525;06/11/2022;2;1;19;36;5
18526;06/11/2022;3;2;0;34;3
18527;06/11/2022;2;2;19;38;1
18528;06/11/2022;3;2;26;38;4
18529;06/11/2022;3;3;26;36;4
18530;06/11/2022;4;3;3;39;1
18531;06/11/2022;2;3;25;36;1
18532;06/11/2022;3;3;19;39;5
18533;06/11/2022;4;3;29;33;1
